Code;Description
T362;Vergiftung: Chloramphenicol-Gruppe
T363;Vergiftung: Makrolide
T364;Vergiftung: Tetrazykline
T365;Vergiftung: Aminoglykoside
T366;Vergiftung: Rifamycine
T367;Vergiftung: Antimykotika bei systemischer Anwendung
T368;Vergiftung: Sonstige systemisch wirkende Antibiotika
T369;Vergiftung: Systemisch wirkendes Antibiotikum, nicht naeher bezeichnet
T37;Vergiftung durch sonstige systemisch wirkende Antiinfektiva und Antiparasitika
T370;Vergiftung: Sulfonamide
T371;Vergiftung: Antimykobakterielle Arzneimittel
T372;Vergiftung: Antimalariamittel und Arzneimittel gegen andere Blutprotozoen
T373;Vergiftung: Sonstige Antiprotozoika
T374;Vergiftung: Anthelminthika
T375;Vergiftung: Virostatika
T378;Vergiftung: Sonstige naeher bezeichnete systemisch wirkende Antiinfektiva und Antiparasitika
T379;Vergiftung: Systemisch wirkendes Antiinfektivum und Antiparasitikum, nicht naeher bezeichnet
T38;Vergiftung durch Hormone und deren synthetische Ersatzstoffe und Antagonisten, anderenorts nicht klassifiziert
T380;Vergiftung: Glukokortikoide und synthetische Analoga
T381;Vergiftung: Schilddruesenhormone und Ersatzstoffe
T382;Vergiftung: Thyreostatika
T383;Vergiftung: Insulin und orale blutzuckersenkende Arzneimittel [Antidiabetika]
T384;Vergiftung: Orale Kontrazeptiva
T385;Vergiftung: Sonstige oestrogene und Gestagene
T386;Vergiftung: Antigonadotropine, Antioestrogene und Antiandrogene, anderenorts nicht klassifiziert
T387;Vergiftung: Androgene und verwandte Anabolika
T388;Vergiftung: Sonstige und nicht naeher bezeichnete Hormone und synthetische Ersatzstoffe
T389;Vergiftung: Sonstige und nicht naeher bezeichnete Hormon-Antagonisten
T39;Vergiftung durch nichtopioidhaltige Analgetika, Antipyretika und Antirheumatika
T390;Vergiftung: Salizylate
T391;Vergiftung: 4-Aminophenol-Derivate
T392;Vergiftung: Pyrazolon-Derivate
T393;Vergiftung: Sonstige nichtsteroidale Antiphlogistika [NSAID]
T394;Vergiftung: Antirheumatika, anderenorts nicht klassifiziert
T398;Vergiftung: Sonstige nichtopioidhaltige Analgetika und Antipyretika, anderenorts nicht klassifiziert
T399;Vergiftung: Nichtopioidhaltige Analgetika, Antipyretika und Antirheumatika, nicht naeher bezeichnet
T40;Vergiftung durch Betaeubungsmittel und Psychodysleptika [Halluzinogene]
T400;Vergiftung: Opium
T401;Vergiftung: Heroin
T402;Vergiftung: Sonstige Opioide
T403;Vergiftung: Methadon
T404;Vergiftung: Sonstige synthetische Betaeubungsmittel
T405;Vergiftung: Kokain
T406;Vergiftung: Sonstige und nicht naeher bezeichnete Betaeubungsmittel
T407;Vergiftung: Cannabis (-Derivate)
T408;Vergiftung: Lysergid [LSD]
T409;Vergiftung: Sonstige und nicht naeher bezeichnete Psychodysleptika [Halluzinogene]
T41;Vergiftung durch Anaesthetika und therapeutische Gase
T410;Vergiftung: Inhalationsanaesthetika
T411;Vergiftung: Intravenoese Anaesthetika
T412;Vergiftung: Sonstige und nicht naeher bezeichnete Allgemeinanaesthetika
T413;Vergiftung: Lokalanaesthetika
T414;Vergiftung: Anaesthetikum, nicht naeher bezeichnet
T415;Vergiftung: Therapeutische Gase
T42;Vergiftung durch Antiepileptika, Sedativa, Hypnotika und Antiparkinsonmittel
T420;Vergiftung: Hydantoin-Derivate
T421;Vergiftung: Iminostilbene
T422;Vergiftung: Succinimide und Oxazolidine
T423;Vergiftung: Barbiturate
T424;Vergiftung: Benzodiazepine
T425;Vergiftung: Gemischte Antiepileptika, anderenorts nicht klassifiziert
T426;Vergiftung: Sonstige Antiepileptika, Sedativa und Hypnotika
T427;Vergiftung: Antiepileptika, Sedativa und Hypnotika, nicht naeher bezeichnet
T428;Vergiftung: Antiparkinsonmittel und andere zentral wirkende Muskelrelaxanzien
T43;Vergiftung durch psychotrope Substanzen, anderenorts nicht klassifiziert
T430;Vergiftung: Tri- und tetrazyklische Antidepressiva
T431;Vergiftung: Monoaminooxidase-hemmende Antidepressiva
T432;Vergiftung: Sonstige und nicht naeher bezeichnete Antidepressiva
T433;Vergiftung: Antipsychotika und Neuroleptika auf Phenothiazin-Basis
T434;Vergiftung: Neuroleptika auf Butyrophenon- und Thioxanthen-Basis
T435;Vergiftung: Sonstige und nicht naeher bezeichnete Antipsychotika und Neuroleptika
T436;Vergiftung: Psychostimulanzien mit Missbrauchspotential
T438;Vergiftung: Sonstige psychotrope Substanzen, anderenorts nicht klassifiziert
T439;Vergiftung: Psychotrope Substanz, nicht naeher bezeichnet
T44;Vergiftung durch primaer auf das autonome Nervensystem wirkende Arzneimittel
T440;Vergiftung: Cholinesterase-Hemmer
T441;Vergiftung: Sonstige Parasympathomimetika [Cholinergika]
T442;Vergiftung: Ganglienblocker, anderenorts nicht klassifiziert
T443;Vergiftung: Sonstige Parasympatholytika [Anticholinergika und Antimuskarinika] und Spasmolytika, anderenorts nicht klassifiziert
T444;Vergiftung: Vorwiegend Alpha-Rezeptoren-Stimulanzien, anderenorts nicht klassifiziert
T445;Vergiftung: Vorwiegend Beta-Rezeptoren-Stimulanzien, anderenorts nicht klassifiziert
T446;Vergiftung: Alpha-Rezeptorenblocker, anderenorts nicht klassifiziert
T447;Vergiftung: Beta-Rezeptorenblocker, anderenorts nicht klassifiziert
T448;Vergiftung: Zentral wirkende und adrenerge Neuronenblocker, anderenorts nicht klassifiziert
T449;Vergiftung: Sonstige und nicht naeher bezeichnete, primaer auf das autonome Nervensystem wirkende Arzneimittel
T45;Vergiftung durch primaer systemisch und auf das Blut wirkende Mittel, anderenorts nicht klassifiziert
T450;Vergiftung: Antiallergika und Antiemetika
T451;Vergiftung: Antineoplastika und Immunsuppressiva
T452;Vergiftung: Vitamine, anderenorts nicht klassifiziert
T453;Vergiftung: Enzyme, anderenorts nicht klassifiziert
T454;Vergiftung: Eisen und dessen Verbindungen
T455;Vergiftung: Antikoagulanzien
T456;Vergiftung: Fibrinolytika und Fibrinolyse-Hemmer
T457;Vergiftung: Antikoagulanzien-Antagonisten, Vitamin K und sonstige Koagulanzien
T458;Vergiftung: Sonstige primaer systemisch und auf das Blut wirkende Mittel, anderenorts nicht klassifiziert
T459;Vergiftung: Primaer systemisch und auf das Blut wirkendes Mittel, nicht naeher bezeichnet
T46;Vergiftung durch primaer auf das Herz-Kreislaufsystem wirkende Mittel
T460;Vergiftung: Herzglykoside und Arzneimittel mit aehnlicher Wirkung
T461;Vergiftung: Kalziumantagonisten
T462;Vergiftung: Sonstige Antiarrhythmika, anderenorts nicht klassifiziert
T463;Vergiftung: Koronardilatatoren, anderenorts nicht klassifiziert
T464;Vergiftung: Angiotensin-Konversionsenzym-Hemmer [ACE-Hemmer]
T465;Vergiftung: Sonstige Antihypertensiva, anderenorts nicht klassifiziert
T466;Vergiftung: Antihyperlipidaemika und Arzneimittel gegen Arteriosklerose
T467;Vergiftung: Periphere Vasodilatatoren
T468;Vergiftung: Antivarikosa, einschlie�lich Veroedungsmitteln
T469;Vergiftung: Sonstige und nicht naeher bezeichnete, primaer auf das Herz-Kreislaufsystem wirkende Mittel
T47;Vergiftung durch primaer auf den Magen-Darm-Trakt wirkende Mittel
T470;Vergiftung: Histamin-H2-Rezeptorenblocker
T471;Vergiftung: Sonstige Antazida und Magensekretionshemmer
T472;Vergiftung: Stimulierende Laxanzien
T473;Vergiftung: Salinische und osmotische Laxanzien
T474;Vergiftung: Sonstige Laxanzien
T475;Vergiftung: Digestiva
T476;Vergiftung: Antidiarrhoika
T477;Vergiftung: Emetika
T478;Vergiftung: Sonstige primaer auf den Magen-Darm-Trakt wirkende Mittel
T479;Vergiftung: Primaer auf den Magen-Darm-Trakt wirkendes Arzneimittel, nicht naeher bezeichnet
T48;Vergiftung durch primaer auf die glatte Muskulatur, die Skelettmuskulatur und das Atmungssystem wirkende Mittel
T480;Vergiftung: Oxytozin [Ocytocin] und aehnlich wirkende Wehenmittel
T481;Vergiftung: Muskelrelaxanzien [neuromuskulaere Blocker]
T482;Vergiftung: Sonstige und nicht naeher bezeichnete, primaer auf die Muskulatur wirkende Mittel
T483;Vergiftung: Antitussiva
T484;Vergiftung: Expektoranzien
T485;Vergiftung: Arzneimittel gegen Erkaeltungskrankheiten
T486;Vergiftung: Antiasthmatika, anderenorts nicht klassifiziert
T487;Vergiftung: Sonstige und nicht naeher bezeichnete, primaer auf das Atmungssystem wirkende Mittel
T49;Vergiftung durch primaer auf Haut und Schleimhaeute wirkende und in der Augen-, der Hals-Nasen-Ohren- und der Zahnheilkunde angewendete Mittel zur topischen Anwendung
T490;Vergiftung: Antimykotika, Antiinfektiva und Antiphlogistika zur lokalen Anwendung, anderenorts nicht klassifiziert
T491;Vergiftung: Antipruriginosa
T492;Vergiftung: Adstringenzien und Detergenzien zur lokalen Anwendung
T493;Vergiftung: Hauterweichende [Emollienzien], hautpflegende [Demulzenzien] und hautschuetzende Mittel
T494;Vergiftung: Keratolytika, Keratoplastika und sonstige Arzneimittel und Praeparate zur Haarbehandlung
T495;Vergiftung: Ophthalmika
T496;Vergiftung: In der Hals-Nasen-Ohrenheilkunde angewendete Arzneimittel und Praeparate
T497;Vergiftung: Dentalpharmaka bei topischer Anwendung
T498;Vergiftung: Sonstige Mittel zur topischen Anwendung
T499;Vergiftung: Mittel zur topischen Anwendung, nicht naeher bezeichnet
T50;Vergiftung durch Diuretika und sonstige und nicht naeher bezeichnete Arzneimittel, Drogen und biologisch aktive Substanzen
T500;Vergiftung: Mineralokortikoide und deren Antagonisten
T501;Vergiftung: Schleifendiuretika [High-ceiling-Diuretika]
T502;Vergiftung: Carboanhydrase-Hemmer, Benzothiadiazin-Derivate und andere Diuretika
T503;Vergiftung: Auf den Elektrolyt-, Kalorien- und Wasserhaushalt wirkende Mittel
T504;Vergiftung: Auf den Harnsaeurestoffwechsel wirkende Arzneimittel
T505;Vergiftung: Appetitzuegler
T506;Vergiftung: Antidote und Chelatbildner, anderenorts nicht klassifiziert
T507;Vergiftung: Analeptika und Opioid-Rezeptor-Antagonisten
T508;Vergiftung: Diagnostika
T509;Vergiftung: Sonstige und nicht naeher bezeichnete Arzneimittel, Drogen und biologisch aktive Substanzen
T51;Toxische Wirkung von Alkohol
T510;Toxische Wirkung: aethanol
T511;Toxische Wirkung: Methanol
T512;Toxische Wirkung: 2-Propanol
T513;Toxische Wirkung: Fuseloel
T518;Toxische Wirkung: Sonstige Alkohole
T519;Toxische Wirkung: Alkohol, nicht naeher bezeichnet
T52;Toxische Wirkung von organischen Loesungsmitteln
T520;Toxische Wirkung: Erdoelprodukte
T521;Toxische Wirkung: Benzol
T522;Toxische Wirkung: Benzol-Homologe
T523;Toxische Wirkung: Glykole
T524;Toxische Wirkung: Ketone
T528;Toxische Wirkung: Sonstige organische Loesungsmittel
T529;Toxische Wirkung: Organisches Loesungsmittel, nicht naeher bezeichnet
T53;Toxische Wirkung von halogenierten aliphatischen und aromatischen Kohlenwasserstoffen
T530;Toxische Wirkung: Tetrachlorkohlenstoff
T531;Toxische Wirkung: Chloroform
T532;Toxische Wirkung: Trichloraethylen
T533;Toxische Wirkung: Tetrachloraethylen
T534;Toxische Wirkung: Dichlormethan
T535;Toxische Wirkung: Fluorchlorkohlenwasserstoffe [FCKW]
T536;Toxische Wirkung: Sonstige halogenierte aliphatische Kohlenwasserstoffe
T537;Toxische Wirkung: Sonstige halogenierte aromatische Kohlenwasserstoffe
T539;Toxische Wirkung: Halogenierte aliphatische und aromatische Kohlenwasserstoffe, nicht naeher bezeichnet
T54;Toxische Wirkung von aetzenden Substanzen
T540;Toxische Wirkung: Phenol und dessen Homologe
T541;Toxische Wirkung: Sonstige aetzende organische Verbindungen
T542;Toxische Wirkung: aetzende Saeuren und saeureaehnliche Substanzen
T543;Toxische Wirkung: aetzalkalien und alkaliaehnliche Substanzen
T549;Toxische Wirkung: aetzende Substanz, nicht naeher bezeichnet
T55;Toxische Wirkung von Seifen und Detergenzien
T56;Toxische Wirkung von Metallen
T560;Toxische Wirkung: Blei und dessen Verbindungen
T561;Toxische Wirkung: Quecksilber und dessen Verbindungen
T562;Toxische Wirkung: Chrom und dessen Verbindungen
T563;Toxische Wirkung: Kadmium und dessen Verbindungen
T564;Toxische Wirkung: Kupfer und dessen Verbindungen
T565;Toxische Wirkung: Zink und dessen Verbindungen
T566;Toxische Wirkung: Zinn und dessen Verbindungen
T567;Toxische Wirkung: Beryllium und dessen Verbindungen
T568;Toxische Wirkung: Sonstige Metalle
T569;Toxische Wirkung: Metall, nicht naeher bezeichnet
T57;Toxische Wirkung von sonstigen anorganischen Substanzen
T570;Toxische Wirkung: Arsen und dessen Verbindungen
T571;Toxische Wirkung: Phosphor und dessen Verbindungen
T572;Toxische Wirkung: Mangan und dessen Verbindungen
T573;Toxische Wirkung: Blausaeure
T578;Toxische Wirkung: Sonstige naeher bezeichnete anorganische Substanzen
T579;Toxische Wirkung: Anorganische Substanz, nicht naeher bezeichnet
T58;Toxische Wirkung von Kohlenmonoxid
T59;Toxische Wirkung sonstiger Gase, Daempfe oder sonstigen Rauches
T590;Toxische Wirkung: Stickstoffoxide
T591;Toxische Wirkung: Schwefeldioxid
T592;Toxische Wirkung: Formaldehyd
T593;Toxische Wirkung: Traenengas
T594;Toxische Wirkung: Chlorgas
T595;Toxische Wirkung: Fluorgas und Fluorwasserstoff
T596;Toxische Wirkung: Schwefelwasserstoff
T597;Toxische Wirkung: Kohlendioxid
T598;Toxische Wirkung: Sonstige naeher bezeichnete Gase, Daempfe oder sonstiger naeher bezeichneter Rauch
T599;Toxische Wirkung: Gase, Daempfe oder Rauch, nicht naeher bezeichnet
T60;Toxische Wirkung von Schaedlingsbekaempfungsmitteln [Pestiziden]
T600;Toxische Wirkung: Organophosphat- und Carbamat-Insektizide
T601;Toxische Wirkung: Halogenierte Insektizide
T602;Toxische Wirkung: Sonstige und nicht naeher bezeichnete Insektizide
T603;Toxische Wirkung: Herbizide und Fungizide
T604;Toxische Wirkung: Rodentizide
T608;Toxische Wirkung: Sonstige Schaedlingsbekaempfungsmittel
T609;Toxische Wirkung: Schaedlingsbekaempfungsmittel, nicht naeher bezeichnet
T61;Toxische Wirkung schaedlicher Substanzen, die mit essbaren Meerestieren aufgenommen wurden
T610;Ciguatera-Fischvergiftung
T611;Scombroid-Fischvergiftung
T612;Sonstige Vergiftung durch Fische und Schalentiere
T618;Toxische Wirkung sonstiger essbarer Meerestiere
T619;Toxische Wirkung eines nicht naeher bezeichneten essbaren Meerestieres
T62;Toxische Wirkung sonstiger schaedlicher Substanzen, die mit der Nahrung aufgenommen wurden
T620;Toxische Wirkung: Verzehrte Pilze
T621;Toxische Wirkung: Verzehrte Beeren
T622;Toxische Wirkung: Sonstige verzehrte Pflanze(n) oder Teil(e) davon
T628;Toxische Wirkung: Sonstige naeher bezeichnete schaedliche Substanzen, die mit der Nahrung aufgenommen wurden
T629;Toxische Wirkung: Schaedliche Substanz, die mit der Nahrung aufgenommen wurde, nicht naeher bezeichnet
T63;Toxische Wirkung durch Kontakt mit giftigen Tieren
T630;Toxische Wirkung: Schlangengift
T631;Toxische Wirkung: Gift anderer Reptilien
T632;Toxische Wirkung: Skorpiongift
T633;Toxische Wirkung: Spinnengift
T634;Toxische Wirkung: Gift sonstiger Arthropoden
T635;Toxische Wirkung durch Kontakt mit Fischen
T636;Toxische Wirkung durch Kontakt mit sonstigen Meerestieren
T638;Toxische Wirkung durch Kontakt mit sonstigen giftigen Tieren
T639;Toxische Wirkung durch Kontakt mit einem nicht naeher bezeichneten giftigen Tier
T64;Toxische Wirkung von Aflatoxin und sonstigem Mykotoxin in kontaminierten Lebensmitteln
T65;Toxische Wirkung sonstiger und nicht naeher bezeichneter Substanzen
T650;Toxische Wirkung: Zyanide
T651;Toxische Wirkung: Strychnin und dessen Salze
T652;Toxische Wirkung: Tabak und Nikotin
T653;Toxische Wirkung: Nitro- und Aminoderivate von Benzol und dessen Homologen
T654;Toxische Wirkung: Schwefelkohlenstoff
T655;Toxische Wirkung: Glyzeroltrinitrat, Sauerstoffsaeuren des Stickstoffs und deren Ester
T656;Toxische Wirkung: Farben und Farbstoffe, anderenorts nicht klassifiziert
T658;Toxische Wirkung sonstiger naeher bezeichneter Substanzen
T659;Toxische Wirkung einer nicht naeher bezeichneten Substanz
T66;Nicht naeher bezeichnete Schaeden durch Strahlung
T67;Schaeden durch Hitze und Sonnenlicht
T670;Hitzschlag und Sonnenstich
T671;Hitzesynkope
T672;Hitzekrampf
T673;Hitzeerschoepfung durch Wasserverlust
T674;Hitzeerschoepfung durch Salzverlust
T675;Hitzeerschoepfung, nicht naeher bezeichnet
T676;Passagere Hitzeermuedung
T677;Hitzeoedem
T678;Sonstige Schaeden durch Hitze und Sonnenlicht
T679;Schaden durch Hitze und Sonnenlicht, nicht naeher bezeichnet
T68;Hypothermie
T69;Sonstige Schaeden durch niedrige Temperatur
T690;Kaelte-Naesse-Schaden der Haende oder Fue�e
T691;Frostbeulen
T698;Sonstige naeher bezeichnete Schaeden durch niedrige Temperatur
T699;Schaden durch niedrige Temperatur, nicht naeher bezeichnet
T70;Schaeden durch Luft- und Wasserdruck
T700;Barotrauma des Ohres
T701;Barotrauma der Nasennebenhoehlen
T702;Sonstige und nicht naeher bezeichnete Schaeden durch gro�e Hoehe
T703;Caissonkrankheit [Dekompressionskrankheit]
T704;Schaeden durch Hochdruckfluessigkeiten
T708;Sonstige Schaeden durch Luft- und Wasserdruck
T709;Schaden durch Luft- und Wasserdruck, nicht naeher bezeichnet
T71;Erstickung
T73;Schaeden durch sonstigen Mangel
T730;Schaeden durch Hunger
T731;Schaeden durch Durst
T732;Erschoepfung durch Ausgesetztsein (gegenueber Witterungsunbilden)
T733;Erschoepfung durch uebermae�ige Anstrengung
T738;Sonstige Schaeden durch Mangel
T739;Schaden durch Mangel, nicht naeher bezeichnet
T74;Missbrauch von Personen
T740;Vernachlaessigen oder Imstichlassen
T741;Koerperlicher Missbrauch
T742;Sexueller Missbrauch
T743;Psychischer Missbrauch
T748;Sonstige Formen des Missbrauchs von Personen
T749;Missbrauch von Personen, nicht naeher bezeichnet
T75;Schaeden durch sonstige aeu�ere Ursachen
T750;Schaeden durch Blitzschlag
T751;Ertrinken und nichttoedliches Untertauchen
T752;Schaeden durch Vibration
T753;Kinetose
T754;Schaeden durch elektrischen Strom
T758;Sonstige naeher bezeichnete Schaeden durch sonstige aeu�ere Ursachen
T76;Nicht naeher bezeichnete Schaeden durch aeu�ere Ursachen
T78;Unerwuenschte Nebenwirkungen, anderenorts nicht klassifiziert
T780;Anaphylaktischer Schock durch Nahrungsmittelunvertraeglichkeit
T781;Sonstige Nahrungsmittelunvertraeglichkeit, anderenorts nicht klassifiziert
T782;Anaphylaktischer Schock, nicht naeher bezeichnet
T783;Angioneurotisches oedem
T784;Allergie, nicht naeher bezeichnet
T788;Sonstige unerwuenschte Nebenwirkungen, anderenorts nicht klassifiziert
T789;Unerwuenschte Nebenwirkung, nicht naeher bezeichnet
T79;Bestimmte Fruehkomplikationen eines Traumas, anderenorts nicht klassifiziert
